"","ID","Gene Symbol","ENTREZ_GENE_ID"
"16469","217101_at","TTC39A","22996"
"16470","217102_at",NA,NA
"16471","217103_at","LDLR","3949"
"16472","217104_at","ST20","400410"
"16473","217105_at",NA,NA
"16474","217106_x_at","DIMT1","27292"
"16475","217107_at","RPS4XP9 /// RPS4XP9",NA
"16476","217108_at",NA,NA
"16477","217109_at","MUC4","4585"
"16478","217110_s_at","MUC4","4585"
"16479","217111_at","AMACR","23600"
"16480","217112_at","PDGFB","5155"
"16481","217113_at","AMACR","23600"
"16482","217114_at","LOC101929240 /// SNRNP200","23020 /// 101929240"
"16483","217115_at","MKRN7P","7686"
"16484","217117_x_at","MUC3A /// MUC3B","4584 /// 57876"
"16485","217118_s_at","KIAA0930","23313"
"16486","217119_s_at","CXCR3","2833"
"16487","217120_s_at","MED14","9282"
"16488","217121_at","TNKS","8658"
"16489","217122_s_at","SLC35E2 /// SLC35E2B","9906 /// 728661"
"16490","217123_x_at","PMCHL1","5369"
"16491","217124_at","IQCE","23288"
"16492","217125_at","UBBP2 /// UBBP2",NA
"16493","217126_at",NA,NA
"16494","217127_at","CTH","1491"
"16495","217128_s_at","CAMK1G","57172"
"16496","217129_at","TUBB8P2 /// TUBB8P2",NA
"16497","217130_at",NA,NA
"16498","217131_at","RPS29P28 /// RPS29P28",NA
"16499","217132_at",NA,NA
"16500","217133_x_at","CYP2B6","1555"
"16501","217134_at","MTAP","4507"
"16502","217135_x_at","COX6B1P3 /// COX6B1P3",NA
"16503","217136_at","PPIAL4B /// PPIAL4C /// PPIAL4G","644591 /// 653505 /// 653598"
"16504","217137_x_at",NA,NA
"16505","217138_x_at","IGLC1","3537"
"16506","217139_at","VDAC1","7416"
"16507","217140_s_at","VDAC1","7416"
"16508","217141_at","BTBD7","55727"
"16509","217142_at","EEF1A1P42",NA
"16510","217143_s_at","TCRDV2 /// TRDC /// TRDC /// YME1L1","10730"
"16511","217144_at","UBBP1 /// UBBP1 /// UBBP4 /// UBBP4",NA
"16512","217145_at","IGK /// IGKC","3514 /// 50802"
"16513","217146_at","JRK","8629"
"16514","217147_s_at","TRAT1","50852"
"16515","217148_x_at","IGLC1 /// IGLJ3 /// IGLV2-14 /// IGLV@","3537 /// 3546 /// 28831"
"16516","217149_x_at","TNK1","8711"
"16517","217150_s_at","NF2","4771"
"16518","217151_at","LOC101928457","101928457"
"16519","217152_at",NA,NA
"16520","217153_at","ARHGAP1","392"
"16521","217154_s_at","EDN3","1908"
"16522","217155_at","RP1-181J22.1",NA
"16523","217156_at","HADHAP1 /// HADHAP1",NA
"16524","217157_x_at","IGK /// IGKC","3514 /// 50802"
"16525","217158_at","PTGER4P2-CDK2AP2P2","442421"
"16526","217159_x_at","SIGLEC7","27036"
"16527","217160_at","TSPY1","7258"
"16528","217161_x_at","ACAN","176"
"16529","217162_at",NA,NA
"16530","217163_at","ESR1","2099"
"16531","217164_at",NA,NA
"16532","217165_x_at","MT1F","4494"
"16533","217166_at","PTMAP1 /// PTMAP1",NA
"16534","217167_x_at","GK","2710"
"16535","217168_s_at","HERPUD1","9709"
"16536","217169_at","IGHA1 /// IGHG1 /// IGHM","3493 /// 3500 /// 3507"
"16537","217170_at","TCRA /// TRAV8-6 /// TRAV8-6",NA
"16538","217171_at","SMPD1","6609"
"16539","217172_at",NA,NA
"16540","217173_s_at","LDLR","3949"
"16541","217174_s_at","APC2","10297"
"16542","217175_at",NA,NA
"16543","217176_s_at","ZFX","7543"
"16544","217177_s_at","PTPRB","5787"
"16545","217178_at","RARG","5916"
"16546","217179_x_at",NA,NA
"16547","217180_at",NA,NA
"16548","217181_at",NA,NA
"16549","217182_at",NA,NA
"16550","217183_at","SPC24","147841"
"16551","217184_s_at","LTK","4058"
"16552","217185_s_at","ZNF259P1 /// ZPR1","8882 /// 442240"
"16553","217186_at","ZNF259P1","442240"
"16554","217187_at","MUC5AC","4586"
"16555","217188_s_at","C14orf1","11161"
"16556","217189_s_at","SMG7","9887"
"16557","217190_x_at","ESR1","2099"
"16558","217191_x_at","COX6CP1 /// COX6CP1",NA
"16559","217192_s_at","PRDM1","639"
"16560","217193_x_at",NA,NA
"16561","217194_at",NA,NA
"16562","217195_at","GCNT1P1 /// GCNT1P1",NA
"16563","217196_s_at","CAMSAP2","23271"
"16564","217197_x_at","N4BP2L1","90634"
"16565","217198_x_at","IGH /// IGHA2 /// IGHD /// IGHG1","3492 /// 3494 /// 3495 /// 3500"
"16566","217199_s_at","STAT2","6773"
"16567","217200_x_at","CYB561","1534"
"16568","217201_at","RASAL2","9462"
"16569","217202_s_at","GLUL","2752"
"16570","217203_at","GLULP4 /// GLULP4",NA
"16571","217204_at","MTRF1L","54516"
"16572","217205_at","AL590762.11",NA
"16573","217206_at","CYCSP19 /// RP11-3L10.1",NA
"16574","217207_s_at","BTNL3","10917"
"16575","217208_s_at","DLG1","1739"
"16576","217209_at","CEACAM3","1084"
"16577","217210_at","RP1-8B22.1",NA
"16578","217211_at","ACTBP9 /// ACTBP9",NA
"16579","217212_s_at","IL9R","3581"
"16580","217213_at","SLC6A2","6530"
"16581","217214_s_at","SLC6A2","6530"
"16582","217215_s_at",NA,NA
"16583","217216_x_at","MLH3","27030"
"16584","217217_at","IGHA1 /// IGHA2 /// IGHG1 /// IGHG4 /// IGHM /// IGHV4-31 /// LOC102723407","3493 /// 3494 /// 3500 /// 3503 /// 3507 /// 28396 /// 102723407"
"16585","217218_at","WAPAL","23063"
"16586","217219_at","DKFZP434A062","26102"
"16587","217220_at","LOC100287387","100287387"
"16588","217221_x_at","RBM10","8241"
"16589","217222_at","IGHG1","3500"
"16590","217223_s_at","BCR","613"
"16591","217224_at","OR1E3 /// OR1E3",NA
"16592","217225_x_at","LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3","23420 /// 283820 /// 408050 /// 101060373"
"16593","217226_s_at","SFXN3","81855"
"16594","217227_x_at","IGLV1-44","28823"
"16595","217228_s_at","ASB4","51666"
"16596","217229_at","ASB4","51666"
"16597","217230_at","EZR","7430"
"16598","217231_s_at","MAST1","22983"
"16599","217232_x_at","HBB","3043"
"16600","217233_at","RP3-359N14.1",NA
"16601","217234_s_at","EZR","7430"
"16602","217235_x_at","IGLL5","100423062"
"16603","217236_x_at","IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31","3492 /// 3493 /// 3494 /// 3495 /// 3500 /// 3502 /// 3503 /// 3507 /// 28396"
"16604","217237_at","ADAM3B /// ADAM3B",NA
"16605","217238_s_at","ALDOB","229"
"16606","217239_x_at","LOC101930405","101930405"
"16607","217240_at","SIRPB1","10326"
"16608","217242_at","ZNF154","7710"
"16609","217244_at","DNAJA1P4 /// DNAJA1P4",NA
"16610","217245_at","DIAPH2-AS1","10824"
"16611","217246_s_at","DIAPH2","1730"
"16612","217247_at","RP4-560B9.4",NA
"16613","217248_s_at","SLC7A8","23428"
"16614","217249_x_at","COX7A2P2 /// COX7A2P2",NA
"16615","217250_s_at","CHD5","26038"
"16616","217251_x_at",NA,NA
"16617","217252_at",NA,NA
"16618","217253_at","SH3BP2","6452"
"16619","217254_s_at","EPO","2056"
"16620","217255_at",NA,NA
"16621","217256_x_at","RP3-507I15.1",NA
"16622","217257_at","SH3BP2","6452"
"16623","217258_x_at","IGLV1-44","28823"
"16624","217259_at",NA,NA
"16625","217260_x_at","LOC102723479","102723479"
"16626","217261_at","TTTY2 /// TTTY2B","60439 /// 100101117"
"16627","217262_s_at","CELSR1","9620"
"16628","217263_x_at","LOC100506403 /// LOC101928269 /// RUNX1","861 /// 100506403 /// 101928269"
"16629","217264_s_at","SCNN1A","6337"
"16630","217265_at","RP1-192P9.1",NA
"16631","217266_at","RPL15","6138"
"16632","217267_s_at","RAB7A","7879"
"16633","217268_at","RAB7A","7879"
"16634","217269_s_at","TMPRSS15","5651"
"16635","217270_s_at","DYRK1B","9149"
"16636","217271_at","GS1-124K5.9",NA
"16637","217272_s_at","SERPINB13","5275"
"16638","217273_at","PRAMEF10","343071"
"16639","217274_x_at","MYL4","4635"
"16640","217275_at","TSSK2","23617"
"16641","217276_x_at","SERHL2","253190"
"16642","217277_at","IGLVIVOR22-1 /// IGLVIVOR22-1",NA
"16643","217278_x_at",NA,NA
"16644","217279_x_at","MMP14","4323"
"16645","217280_x_at","GABRA5","2558"
"16646","217281_x_at","IGH /// IGHA1 /// IGHA2 /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC102725526","3492 /// 3493 /// 3494 /// 3500 /// 3501 /// 3502 /// 3507 /// 28396 /// 102725526"
"16647","217282_at","MAN1A2","10905"
"16648","217283_at",NA,NA
"16649","217284_x_at","SERHL2","253190"
"16650","217285_at","DGCR14 /// TSSK2","8220 /// 23617"
"16651","217286_s_at","NDRG3","57446"
"16652","217287_s_at","TRPC6","7225"
"16653","217288_at",NA,NA
"16654","217289_s_at","SLC37A4","2542"
"16655","217290_at","RP5-1170D6.1",NA
"16656","217291_at","CEACAM5","1048"
"16657","217292_at","MTMR7","9108"
"16658","217293_at",NA,NA
"16659","217294_s_at","ENO1","2023"
"16660","217295_at","MUC8","100129528"
"16661","217296_at","KIR2DS1","3806"
"16662","217297_s_at","MYO9B","4650"
"16663","217298_at","RPS14","6208"
"16664","217299_s_at","NBN","4683"
"16665","217300_at",NA,NA
"16666","217301_x_at","RBBP4","5928"
"16667","217302_at","OR2F2","135948"
"16668","217303_s_at","ADRB3","155"
"16669","217304_at","SHMT1","6470"
"16670","217305_s_at","ADCY10","55811"
"16671","217306_at","RP1-28C20.1",NA
"16672","217307_at","ACO2","50"
"16673","217308_at","OR1F2P","26184"
"16674","217309_s_at","DSCR3","10311"
"16675","217310_s_at","FOXJ3","22887"
"16676","217311_at",NA,NA
"16677","217312_s_at","COL7A1","1294"
"16678","217313_at","AC004692.5",NA
"16679","217314_at","CDC37P1 /// CDC37P1",NA
"16680","217315_s_at","KLK13","26085"
"16681","217316_at","OR7A10","390892"
"16682","217317_s_at","HERC2P2 /// HERC2P9","400322 /// 440248"
"16683","217318_x_at","KIR2DL1 /// KIR2DL2 /// KIR2DL3 /// KIR2DS1 /// KIR2DS2 /// KIR2DS4","3802 /// 3803 /// 3804 /// 3806 /// 3809 /// 100132285"
"16684","217319_x_at","CYP4A11 /// CYP4A22","1579 /// 284541"
"16685","217320_at","LOC100293211","100293211"
"16686","217321_x_at","ATXN3","4287"
"16687","217322_x_at","RP3-522P13.2",NA
"16688","217323_at","HLA-DRB6","3128"
"16689","217324_at",NA,NA
"16690","217325_at","KRT3","3850"
"16691","217326_x_at","BV03S1J2.2 /// IL23A /// TCRB /// TCRVB /// TRBC2 /// TRBC2 /// TRBJ2-7 /// TRBJ2-7 /// TRBV19","28568 /// 51561"
"16692","217327_at","AC104537.2 /// TCEB1P28",NA
"16693","217328_at",NA,NA
"16694","217329_x_at","COX7BP1 /// COX7BP1",NA
"16695","217330_at","DISC1","27185"
"16696","217331_at",NA,NA
"16697","217332_at","CTAGE11P","647288"
"16698","217333_at","KRT18P44 /// KRT18P44",NA
"16699","217334_at","OR2J3","442186"
"16700","217335_at","FLJ11292","55338"
"16701","217336_at","RPS10P2 /// RPS10P2",NA
"16702","217337_at","RP1-101G11.2",NA
"16703","217338_at","KRT19P2","160313"
"16704","217339_x_at","CTAG1A /// CTAG1B","1485 /// 246100"
"16705","217340_at","RP3-522P13.1",NA
"16706","217341_at",NA,NA
"16707","217342_x_at","FLJ11292","55338"
"16708","217343_at","RP6-149D17.1",NA
"16709","217344_at","FDPSP5 /// FDPSP5",NA
"16710","217345_at","RP11-15P13.1",NA
"16711","217346_at","PPIAP21 /// PPIAP21",NA
"16712","217347_at","RPL35P8 /// RPL35P8",NA
"16713","217348_x_at","ARHGEF15","22899"
"16714","217349_s_at","PRICKLE3","4007"
"16715","217350_at","KRT19P2 /// MIR492","160313 /// 574449"
"16716","217351_at","KRT8P17 /// KRT8P17",NA
"16717","217352_at","GS1-164F24.1",NA
"16718","217353_at","HNRNPA1P37 /// HNRNPA1P37",NA
"16719","217354_s_at","HPS1","3257"
"16720","217355_at","RP5-1119A7.11",NA
"16721","217356_s_at","PGK1","5230"
"16722","217357_at","RP11-560G2.2",NA
"16723","217358_at","DNAJC16","23341"
"16724","217359_s_at","NCAM1","4684"
"16725","217360_x_at","IGHA1 /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31","3493 /// 3500 /// 3502 /// 3507 /// 28396"
"16726","217361_at","PRKAR1AP /// PRKAR1AP",NA
"16727","217362_x_at","HLA-DRB6","3128"
"16728","217363_x_at","RPL22P22 /// RPL22P22",NA
"16729","217364_x_at","RP4-581F12.1",NA
"16730","217365_at","PRAMEF11","440560"
"16731","217366_at","CTNNAP1",NA
"16732","217367_s_at","ZHX3","23051"
"16733","217368_at","ATP5G2P1 /// ATP5G2P1",NA
"16734","217369_at","IGHG1 /// LOC101930405","3500 /// 101930405"
"16735","217370_x_at","FUS","2521"
"16736","217371_s_at","IL15","3600"
"16737","217372_at",NA,NA
"16738","217373_x_at","MDM2","4193"
"16739","217374_x_at",NA,NA
"16740","217375_at","RP1-272E8.1",NA
"16741","217376_at","LOC100289473","100289473"
"16742","217377_x_at","NTRK3","4916"
"16743","217378_x_at","IGKV1OR2-108 /// IGKV1OR2-108",NA
"16744","217379_at","RP11-209A2.1",NA
"16745","217380_s_at","ADD3-AS1","100505933"
"16746","217381_s_at","TARP","445347"
"16747","217382_at","CLIC1P1 /// CLIC1P1",NA
"16748","217383_at","PGK1","5230"
"16749","217384_x_at","LOC100293211","100293211"
"16750","217385_at","RP3-406C18.2",NA
"16751","217386_at","MRPS11P1 /// MRPS11P1",NA
"16752","217387_at","CAPN6","827"
"16753","217388_s_at","KYNU","8942"
"16754","217389_s_at","ATF5","22809"
"16755","217390_x_at",NA,NA
"16756","217391_x_at",NA,NA
"16757","217392_at","RP3-452M16.1",NA
"16758","217393_x_at","UBE2NL","389898"
"16759","217394_at","TCR-alpha /// TRAV13-1 /// TRAV13-1",NA
"16760","217395_at","MT4","84560"
"16761","217396_at",NA,NA
"16762","217397_at","TCRA /// TCRA /// TRAV10 /// TRAV10 /// YME1L1","10730"
"16763","217398_x_at","GAPDH","2597"
"16764","217399_s_at","FOXO3 /// FOXO3B","2309 /// 2310"
"16765","217400_at","PCNAP3 /// PCNAP3",NA
"16766","217401_at","RP1-217P22.2",NA
"16767","217402_at","TBCAP2 /// TBCAP2",NA
"16768","217403_s_at","ZNF227","7770"
"16769","217404_s_at","COL2A1","1280"
"16770","217405_x_at","GPLD1","2822"
"16771","217406_at","RP1-149A16.17",NA
"16772","217407_x_at","PPIL2","23759"
"16773","217408_at","MRPS18B","28973"
"16774","217409_at",NA,NA
"16775","217410_at","AGRN","375790"
"16776","217411_s_at","RREB1","6239"
"16777","217412_at","T-Cell Receptor V-alpha region /// TRAV9-2 /// TRAV9-2",NA
"16778","217413_s_at","TNXB","7148"
"16779","217414_x_at","HBA1 /// HBA2","3039 /// 3040"
"16780","217415_at","POLR2A","5430"
"16781","217416_x_at",NA,NA
"16782","217417_at","MYO5A","4644"
"16783","217418_x_at","MS4A1","931"
"16784","217419_x_at","AGRN","375790"
"16785","217420_s_at","POLR2A","5430"
"16786","217421_at","PIWIL2","55124"
"16787","217422_s_at","CD22","933"
"16788","217423_at",NA,NA
"16789","217424_at",NA,NA
"16790","217425_at","MC2R","4158"
"16791","217426_at",NA,NA
"16792","217427_s_at","HIRA","7290"
"16793","217428_s_at","COL10A1","1300"
"16794","217429_at",NA,NA
"16795","217430_x_at","COL1A1","1277"
"16796","217431_x_at","CYBB","1536"
"16797","217432_s_at","IDS","3423"
"16798","217433_at","TACC1","6867"
"16799","217434_at","MC2R","4158"
"16800","217435_x_at",NA,NA
"16801","217436_x_at","HLA-J","3137"
"16802","217437_s_at","TACC1","6867"
"16803","217438_at",NA,NA
"16804","217439_at","LOC101928278","101928278"
"16805","217440_at",NA,NA
"16806","217441_at","USP33","23032"
"16807","217442_at","CADM3-AS1","100131825"
"16808","217443_at","LOC101927792","101927792"
"16809","217444_at","RP5-1184F4.5",NA
"16810","217445_s_at","GART","2618"
"16811","217446_x_at",NA,NA
"16812","217447_at","MAG","4099"
"16813","217448_s_at","TOX4","9878"
"16814","217449_at",NA,NA
"16815","217450_at","AGFG2","3268"
"16816","217451_at","RP11-665C16.8",NA
"16817","217452_s_at","B3GALT2","8707"
"16818","217453_at",NA,NA
"16819","217454_at","HMGB3P30 /// HMGB3P30",NA
"16820","217455_s_at","SSTR2","6752"
"16821","217456_x_at","HLA-E","3133"
"16822","217457_s_at","RAP1GDS1","5910"
"16823","217458_at",NA,NA
"16824","217459_at",NA,NA
"16825","217460_at","TNP2","7142"
"16826","217461_x_at","BTF3P12 /// BTF3P12",NA
"16827","217462_at","MYRF","745"
"16828","217463_s_at","MYRF","745"
"16829","217464_at",NA,NA
"16830","217465_at","NCKAP1","10787"
"16831","217466_x_at","RPS2 /// SNORA64","6187 /// 26784"
"16832","217467_at","BTF3P13 /// BTF3P13",NA
"16833","217468_at","CYP2D6","1565"
"16834","217469_at","IGH","3492"
"16835","217470_at",NA,NA
"16836","217471_at","LOC101928104","101928104"
"16837","217472_at",NA,NA
"16838","217473_x_at","SLC11A1","6556"
"16839","217474_at",NA,NA
"16840","217475_s_at","LIMK2","3985"
"16841","217476_at","NR1D1 /// THRA","7067 /// 9572"
"16842","217477_at","PIP5K1B","8395"
"16843","217478_s_at","HLA-DMA","3108"
"16844","217479_at",NA,NA
"16845","217480_x_at","AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2",NA
"16846","217481_x_at","RP11-680C21.1",NA
"16847","217482_at",NA,NA
"16848","217483_at","FOLH1","2346"
"16849","217484_at","CR1","1378"
"16850","217485_x_at","PMS2P1","5379"
"16851","217486_s_at","ZDHHC17","23390"
"16852","217487_x_at","FOLH1 /// FOLH1B","2346 /// 219595"
"16853","217488_x_at","PMS2P3","5387"
"16854","217489_s_at","IL6R","3570"
"16855","217490_at",NA,NA
"16856","217491_x_at","COX7C","1350"
"16857","217492_s_at","PTEN /// PTENP1","5728 /// 11191"
"16858","217493_x_at","NCR2","9436"
"16859","217494_s_at",NA,NA
"16860","217495_x_at","CALCA","796"
"16861","217496_s_at","IDE","3416"
"16862","217497_at","TYMP","1890"
"16863","217498_at","GDF11","10220"
"16864","217499_x_at","OR7E37P","100506759"
"16865","217500_at","TIAL1","7073"
"16866","217501_at","CIAO1","9391"
"16867","217502_at","IFIT2","3433"
"16868","217503_at","STK17B","9262"
"16869","217504_at","ABCA6","23460"
"16870","217505_at","KLHL23 /// PHOSPHO2-KLHL23","151230 /// 100526832"
"16871","217506_at",NA,NA
"16872","217507_at","SLC11A1","6556"
"16873","217508_s_at","C18orf25","147339"
"16874","217509_x_at","GRIK5","2901"
"16875","217510_at","CRX","1406"
"16876","217511_at","KAZALD1","81621"
"16877","217512_at","KNG1","3827"
"16878","217513_at","MILR1","284021"
"16879","217514_at","ST8SIA5","29906"
"16880","217515_s_at","CACNA1S","779"
"16881","217516_x_at","ARVCF","421"
"16882","217517_x_at","SRPK2","6733"
"16883","217518_at","MYOF","26509"
"16884","217519_at",NA,NA
"16885","217520_x_at","LOC101929232 /// PDCD6IPP2","646278 /// 101929232"
"16886","217521_at","HAL","3034"
"16887","217522_at","KCNV2","169522"
"16888","217523_at","CD44","960"
"16889","217524_x_at",NA,NA
"16890","217525_at","OLFML1","283298"
"16891","217526_at","NFATC2IP","84901"
"16892","217527_s_at","NFATC2IP","84901"
"16893","217528_at","CLCA2","9635"
"16894","217529_at","ORAI2","80228"
"16895","217530_at","SLC34A1","6569"
"16896","217531_at",NA,NA
"16897","217532_x_at",NA,NA
"16898","217533_x_at","PWWP2A","114825"
"16899","217534_at","FAM49B","51571"
"16900","217535_at",NA,NA
"16901","217536_x_at",NA,NA
"16902","217537_x_at",NA,NA
"16903","217538_at","SGSM2","9905"
"16904","217539_at","C18orf25","147339"
"16905","217540_at","NXPE3","91775"
"16906","217541_x_at","ZNF816 /// ZNF816-ZNF321P","125893 /// 100529240"
"16907","217542_at","MDM2","4193"
"16908","217543_s_at","MBTPS1","8720"
"16909","217544_at","MIR3916","100500849"
"16910","217545_at","MYH14","79784"
"16911","217546_at","MT1M","4499"
"16912","217547_x_at","ZNF675","171392"
"16913","217548_at","ARPIN","348110"
"16914","217549_at","NCKAP1L","3071"
"16915","217550_at","ATF6","22926"
"16916","217551_at","OR7E14P","10819"
"16917","217552_x_at","CR1","1378"
"16918","217553_at","STEAP1B","256227"
"16919","217554_at",NA,NA
"16920","217555_at","SMC1A","8243"
"16921","217556_at","CLCN4","1183"
"16922","217557_s_at","CPM","1368"
"16923","217558_at","CYP2C9","1559"
"16924","217559_at","RPL10L","140801"
"16925","217560_at","GGA1","26088"
"16926","217561_at","CALCA","796"
"16927","217562_at","BRINP3","339479"
"16928","217563_at","CLOCK","9575"
"16929","217564_s_at","CPS1","1373"
"16930","217565_at","GRIA3","2892"
"16931","217566_s_at","TGM4","7047"
"16932","217567_at","TGM4","7047"
"16933","217568_at","EDDM3A","10876"
"16934","217569_x_at",NA,NA
"16935","217570_x_at",NA,NA
"16936","217571_at",NA,NA
"16937","217572_at",NA,NA
"16938","217573_at","GRIN2C","2905"
"16939","217574_at","CDH8","1006"
"16940","217575_s_at","SOS2","6655"
"16941","217576_x_at","SOS2","6655"
"16942","217577_at",NA,NA
"16943","217578_at",NA,NA
"16944","217579_x_at",NA,NA
"16945","217580_x_at",NA,NA
"16946","217581_at",NA,NA
"16947","217582_at",NA,NA
"16948","217583_at","LOC101929036 /// PAH","5053 /// 101929036"
"16949","217584_at","NPC1","4864"
"16950","217585_at","NEBL","10529"
"16951","217586_x_at",NA,NA
"16952","217587_at",NA,NA
"16953","217588_at","CATSPER2 /// CATSPER2P1 /// LOC101930343","117155 /// 440278 /// 101930343"
"16954","217589_at","RAB40A","142684"
"16955","217590_s_at","TRPA1","8989"
"16956","217591_at","SKIL","6498"
"16957","217592_at","ZSWIM1","90204"
"16958","217593_at","ZSCAN18","65982"
"16959","217594_at","ZCCHC11","23318"
"16960","217595_at","GSPT1","2935"
"16961","217596_at","UPF3A","65110"
"16962","217597_x_at","RAB40B","10966"
"16963","217598_at","CINP","51550"
"16964","217599_s_at","MDFIC","29969"
"16965","217600_at","SCUBE3","222663"
"16966","217601_at","NUP188","23511"
"16967","217602_at","LOC101060363 /// PPIA","5478 /// 101060363"
"16968","217603_at","ATP6V0A2","23545"
"16969","217604_at",NA,NA
"16970","217605_at","USP27X","389856"
"16971","217606_at",NA,NA
"16972","217607_x_at","EIF4G2","1982"
"16973","217608_at","SREK1IP1","285672"
"16974","217609_at","LRRC23 /// RPL13P5","10233 /// 283345"
"16975","217610_at","SPDYE2","441273"
"16976","217611_at","ERICH1","157697"
"16977","217612_at","TIMM50","92609"
"16978","217613_at","TMEM144","55314"
"16979","217614_at","HMHA1","23526"
"16980","217615_at",NA,NA
"16981","217616_at",NA,NA
"16982","217617_at",NA,NA
"16983","217618_x_at","HUS1","3364"
"16984","217619_x_at",NA,NA
"16985","217620_s_at","PIK3CB","5291"
"16986","217621_at","SLC6A2","6530"
"16987","217622_at","RHBDD3","25807"
"16988","217623_at","MYLK3","91807"
"16989","217624_at","PDAP1","11333"
"16990","217625_x_at","LINC00963","100506190"
"16991","217626_at","AKR1C1","1645"
"16992","217627_at","ZNF573","126231"
"16993","217628_at","CLIC5","53405"
"16994","217629_at",NA,NA
"16995","217630_at","ANGEL2","90806"
"16996","217631_at","GTPBP4","23560"
"16997","217632_at","GNL3L","54552"
"16998","217633_at","URB1","9875"
"16999","217634_at","SVIL","6840"
"17000","217635_s_at","POLG","5428"
"17001","217636_at","POLG","5428"
"17002","217637_at","KCNB1","3745"
"17003","217638_at",NA,NA
"17004","217639_at",NA,NA
"17005","217640_x_at","SKA1","220134"
"17006","217641_at","GPR135","64582"
"17007","217642_at","RNF40","9810"
"17008","217643_x_at",NA,NA
"17009","217644_s_at","SOS2","6655"
"17010","217645_at","COX16 /// SYNJ2BP-COX16","51241 /// 100529257"
"17011","217646_at","SURF1","6834"
"17012","217647_at","DHODH","1723"
"17013","217648_at",NA,NA
"17014","217649_at","ZFAND5","7763"
"17015","217650_x_at","ST3GAL2","6483"
"17016","217651_at",NA,NA
"17017","217652_at","MAU2","23383"
"17018","217653_x_at",NA,NA
"17019","217654_at","CFLAR","8837"
"17020","217655_at","LOC100127972","100127972"
"17021","217656_at",NA,NA
"17022","217657_at",NA,NA
"17023","217658_at","THAP3","90326"
"17024","217659_at",NA,NA
"17025","217660_at","MYH14","79784"
"17026","217661_x_at","SIX5","147912"
"17027","217662_x_at",NA,NA
"17028","217663_at","ZNF234","10780"
"17029","217664_at",NA,NA
"17030","217665_at","ZNF813","126017"
"17031","217666_at",NA,NA
"17032","217667_at","SEC14L1P1","729799"
"17033","217668_at","LRRC75B","388886"
"17034","217669_s_at","AKAP6","9472"
"17035","217670_at","RPLP2","6181"
"17036","217671_at","DSERG1","751816"
"17037","217672_x_at","EIF1","10209"
"17038","217673_x_at","GNAS","2778"
"17039","217674_at",NA,NA
"17040","217675_at","ZBTB7C","201501"
"17041","217676_at",NA,NA
"17042","217677_at","PLEKHA2","59339"
"17043","217678_at","SLC7A11","23657"
"17044","217679_x_at",NA,NA
"17045","217680_x_at","RPL10 /// SNORA70","6134 /// 26778"
"17046","217681_at","WNT7B","7477"
"17047","217682_at","RP11-473I1.9",NA
"17048","217683_at","HBE1","3046"
"17049","217684_at","TYMS","7298"
"17050","217685_at",NA,NA
"17051","217686_at","PTPN1","5770"
"17052","217687_at","ADCY2","108"
"17053","217688_at",NA,NA
"17054","217689_at","PTPN1","5770"
"17055","217690_at","ENOSF1","55556"
"17056","217691_x_at","MIR6787 /// SLC16A3","9123 /// 102465472"
"17057","217692_at","MAGOH2","100506898"
"17058","217693_x_at","MAGOH2","100506898"
"17059","217694_at",NA,NA
"17060","217695_x_at",NA,NA
"17061","217696_at","FUT7","2529"
"17062","217697_at",NA,NA
"17063","217698_at",NA,NA
"17064","217699_at",NA,NA
"17065","217700_at","CNPY4","245812"
"17066","217701_x_at",NA,NA
"17067","217702_at","IL27RA","9466"
"17068","217703_x_at",NA,NA
"17069","217704_x_at",NA,NA
"17070","217705_at","PRKD1","5587"
"17071","217706_at",NA,NA
"17072","217707_x_at","SMARCA2","6595"
"17073","217708_x_at",NA,NA
"17074","217709_at",NA,NA
"17075","217710_x_at","ITPK1","3705"
"17076","217711_at","TEK","7010"
"17077","217712_at",NA,NA
"17078","217713_x_at",NA,NA
"17079","217714_x_at","MIR3917 /// STMN1","3925 /// 100500808"
"17080","217715_x_at",NA,NA
"17081","217716_s_at","SEC61A1","29927"
"17082","217717_s_at","YWHAB","7529"
"17083","217718_s_at","YWHAB","7529"
"17084","217719_at","EIF3L","51386"
"17085","217720_at","CHCHD2","51142"
"17086","217721_at","SEPT7","989"
"17087","217722_s_at","NGRN","51335"
"17088","217723_x_at",NA,NA
"17089","217724_at","SERBP1","26135"
"17090","217725_x_at","SERBP1","26135"
"17091","217726_at","COPZ1","22818"
"17092","217727_x_at","VPS35","55737"
"17093","217728_at","S100A6","6277"
"17094","217729_s_at","AES","166"
"17095","217730_at","MIR6513 /// TMBIM1","64114 /// 102465256"
"17096","217731_s_at","ITM2B","9445"
"17097","217732_s_at","ITM2B","9445"
"17098","217733_s_at","TMSB10","9168"
"17099","217734_s_at","WDR6","11180"
"17100","217735_s_at","EIF2AK1","27102"
"17101","217736_s_at","EIF2AK1","27102"
