gene_ID,10-14 days,90 days,log2FC,log2ave,w,WAD
200645_at,11.12983865507934,10.983496218653318,-0.1463424364260213,11.056667436866327,0.8035314851411685,-0.11759075528057791
200646_s_at,6.023240786988515,6.1367446003826736,0.11350381339415884,6.079992693685594,0.4486766700560243,0.05092651303235156
200647_x_at,10.704662922626335,10.615562340013566,-0.08910058261277065,10.66011263131995,0.7752557007158141,-0.06907573460765079
200648_s_at,7.527833020494319,7.270001882541156,-0.25783113795316304,7.398917451517738,0.5427207507331985,-0.1399303087523355
200649_at,8.147222114062888,8.572176379461427,0.4249542653985383,8.359699246762158,0.6112279495923967,0.25974392431009174
200650_s_at,12.252185375440511,11.932327695354124,-0.31985768008638615,12.092256535397318,0.8773727138786802,-0.2806344008323313
200651_at,11.168282881097667,11.015645345450164,-0.15263753564750537,11.091964113273916,0.8060482651651991,-0.12303322080776294
200652_at,10.875530942236558,10.540955709742084,-0.3345752324944744,10.708243325989322,0.7786875924182449,-0.26052958227389683
200653_s_at,9.02298284070559,9.321320213260012,0.29833737255442294,9.172151526982802,0.6691587203461505,0.19963505444995042
200654_at,11.045517611984708,10.937911436810383,-0.1076061751743218,10.991714524397546,0.7989001087839064,-0.08596658505258578
200655_s_at,10.90509560700307,10.916237655275973,0.01114204827290166,10.91066663113952,0.7931211023872102,0.008836993609055276
200656_s_at,8.537506940920649,8.333574109575215,-0.2039328313454334,8.435540525247932,0.6166357056226188,-0.12575226535630984
200657_at,11.203247750474242,10.843243112512404,-0.360004637961838,11.023245431493322,0.8011483759069025,-0.28841713102207894
200658_s_at,8.134158663088405,7.924440673868387,-0.20971798922001827,8.029299668478396,0.5876692708949899,-0.12324481781849149
200659_s_at,8.346250259104737,8.159921059603962,-0.18632919950077564,8.25308565935435,0.6036260172183749,-0.11247315258614123
200660_at,9.583859470953495,9.681434097588184,0.09757462663468708,9.63264678427084,0.7019936890361264,0.06849677210760666
200661_at,8.08430079977075,8.334785463334182,0.2504846635634319,8.209543131552465,0.6005212783216549,0.15042137036308179
200662_s_at,10.41163660773207,10.004699866987265,-0.4069367407448077,10.208168237359668,0.7430304393468052,-0.3023663852619714
200663_at,11.904996631449862,11.881192678095594,-0.02380395335426755,11.893094654772728,0.8631717552128786,-0.02054690019780861
